text,sentiment
teksturnya gakk sukaaaa kyk lengket2 gitu. warna nya bening dan kalau di aplikasikan kyk berbusa dikittt.. 😶😶.  setelah bbrapa kali pakai tapi bikin greasy aja kayaknya not for me deh apalagi kalau siang hari duh gak d,Negatif
"Ada efek lengket yang agak mengganggu dan kurang nyaman. Next nya sy coba kurangi jumlah pemakaiannya dari 4 tetes jadi 2 tetes aja, dan masih tetap terasa lengket. Akhirnya sy pakai di area badan yg kering/gelap seperti siku dan lutut setelah mandi. Tp efek mencerahkannya juga kurang.",Negatif
"jujur aq make somethinc kayak b azaaaa semua serumnya,ap karena bru satu botol jd blom kliatan ya,,,tpi hbis pke in aq ga lnjut emg,,,diaku ga nimbulin efek negarif,ga bkin cerah juga,,klo buat bekas ga tw karena pas make in muka ga ada bks jrwat..klo repurchase ntar2 lh msih pen coba serum lain2",Netral
"actually this product are nice the teksture and the feels but i dont see any difference, ga yang ga cocok tp ya ga ngaruh banget aja ga ngeliat perubahannya, kayaknya agak ngaruh ke bekas jerawat tp ga terlalu keliatan sama kayanya skin barrier ku jd better, aku udh pernah make yang to juga ga ngerasa perubahan, kayaknya emang ga mempan aja",Netral
"2-3 minggu awal kerasa banget perubahannya, jadi agak lebih lembab terus bekas jerawat juga sedikit memudar. Tapi minguu ke-4 sampe habis, malah breakout 😭 ga pernah banget breakout separah itu. Pasberhenti ternyata beneran membaik dan berkurang jerawatnya.",Negatif
beli karena iklimnya buat mencerahkan tapi nggak tahu efeknya nggak terlalu kelihatan padahal udah bisa tutup kalau buat benerin bekas jerawat nggak tapi kadang cuka muncul jerawat mungkin nggak cocok sama produk yang mengandung niasin baik karena balik lagi semua Skin Care produk yang buat kulit itu cocok Cocokan,Netral
"produknya bagus, overall ga bikin kulit aku gimana2, efeknya sih blm keliatan bgt ya karna baru pake kurang dari 2minggu. karna aku lumayan banyak bekas jerawat kuharap bisa ngefek yaa dan bisa naik level ke yg 10% hehehehe mau nyobain semua variannya somethinc",Netral
"Gue pake ini udah mo 4 bulanan, udh botol kedua tpi emg mungkin ga cocok di gue soalnya ga ngaruh apapun esp menghilangkan jerawat dan bekasnya. Serum ini bagus, melembabkan bgt, tpi sayangnya ya gitu ga cocok di kulit gue. Temen2 gue rata2 pada cocok kok pake ini👍🏻",Netral
"Aku beli serum ini sampai 2 botol, satunya 20ml satunya lagi 40ml. Mungkin yang bikin ga cocok adalah di teksturnya ya. Sekali lagi, kulitku gak begitu suka tekstur serum, khususnya niacinamide ini yang menurutku agak lengket. Oiya, aku juga gak begitu suka ingredients niacinamide. Dari dulu gak cocok tapi gegara penasaran, yaudah beli deh si Somethinc ini. Untuk mencerahkanyya dapet banget, mengatasi kemerahan juga mantul.",Netral
"Menurut aku pribadi, kalau kulit kalian sedang ga baik2 aja atau skin barier kalian sedang bermasalah, jangan coba2 untuk pakai serum actives yaa🥺, karna kemarin sptnya aku salah perhitungan waktu cobain serum ini, aku cobain serum ini ketika kulit mukaku sedang tidak baik2 aja.. alhasill kulit muka aku inflame,merah2 gatal gituu😭, tp mungkin itu karna aku salah pakai aja ya .. belum kucoba lagi, sptnya akan kucoba setelah skin barier ku membaik atau kulit mukaku udah siap. Katanya si bagus dan semoga aja baguss next try...",Netral
"awalnya beli ini karena muka aku kusam banget sampe 2 tone dibawah tangan , terus banyak yg bilang ini cepet nyerahin tapi di aku no:( sampe habis dipakai juga ga yg cerah gmn gmn malah yg aku rasain cmn lembabnya jadi agak nyesel sii tapi its okey no problem , balik lagi yaa skincare itu cocok cocokan",Netral
"packaging botol dengan tutup ulir yang ada pipetnya. teksturnya agak kental, tidak berwarna dan ga ada aroma yang mengganggu. di aku cukup 2-3 tetes buat semuka. entah kenapa agak susah terserap di aku, jadi kayak ngasih occlusive layer di atas kulit gitu. tapi dengan konsentrasi 10% niacinamide, ini beneran membantu menyamarkan noda bekas jerawat dan juga mencerahkan kulit.",Netral
"Salah satu serum yg terjangkau utk skin barrier. Aku coba yg ukuran 30 ml. Aku ngerasa utk sekedar menjaga skin barrier sih bisa. Minusnya, aku ngerasa utk klaim menghilangkan bekas jerawatnya sih kurang krn tetep ada bekas jerawatnya. Harus sering2 pantau IG & e-commerce utk info flash salenya.",Netral
"Duh, padahal awal pemakaian bagus loh. Gk terjadi apa-apa. Kok pas dipakai lagi malah timbul semacam clogged pores yg banyak di area kening & pipi. Entah purging apa gmna. Jadi malas pakainya lagi.",Negatif
"Setelah habis satu botol tidak merasakan seperti claim yang terulis di produknya. Padahal kupakai rutin malam dan pagi hari. Meskipun tidak merasakan efek positifnya, tetapi karena tidak ada efek negetifnya juga jadi kupakai sampai habis.",Netral
"Gak recomend buat yg mungkin setipe kulitnya dengan aku, kering dan bruntusnya karena kering, yg punya jerawat hormonal aja pas menstruasi. Sayangnya ga kepake, dan dia cepet oksidasi warnanya jadi kekuningan karena ga dipake. Bukan ini yg kulit aku butuhkan. Produk somethinc tuh menarik banget. Sepertinya harus belajar lagi liat2 ingredientnya yg sesuai sama kebutuhan kulit.",Negatif
"Pertama kali nyoba niiacinamide dan ternyata ga cocok hiks hari pertama pakai masih baik baik aja kulit kerasa lembab. Begitu hari kedua dipakai muncul jerawat di jidat, aku pikir jerawat hormonal biasa dan aku tetep terusin pakai. Setelah dua mingguan pakai ternyata jerawat nya hilang satu tumbuh 2 - 3 jerawat lagi dan gitu terus. Niat nya pakai niacin buat hilangin bekas jerawat tau nya malah nambah bekas nya. Yakin jerawat muncul gara gara pakai somethinc karena skincare rutin ga ada yg diganti selain serum pagi di ganti pakai produk ini aja.",Negatif
kalo bisa gua kasi bintang 0 udah gua kasi ini sorry not sorry tapi ini doesnt work di muka aku :( gatau kenapa rata rata produk somethinc pada kurang nampol di kulit akuu ya emang ini ga nimbulin efek samping tapi gada berubah apa” juga di kulitku :(((,Negatif
"awal pertama menggunakan serum ini, rasanya cukup nyaman di wajah. trus 1 bulan pertama bikin wajah cerah bangeeet. flek hitam memudar, tapi ini tu justru jadi pisau bermata dua. ternyata gak cocok buat aku yg saat itu lagi jerawat hormonal. efeknya justru bikin jerawat ku makin parah. akhir nya aku putuskan untuk tidak melanjutkan. jadi mau aku PL in aja. boleh pakai Shoppe. kalau mau silahkan berkabar 😊",Negatif
Bersyukur bgt cocok sama aku . Sesuai sama review2 org2 . Ekspetasi ga terlalu tinggi buat produk ini . Tp setelah habis tube pertama jerawat udh gk brutal lg dong 🥺 tp buat bekas jerawat gk terlalu ngaruh ya . masih mau berkelana sih cari produk yg cocok sama aku . Tapi tenang somethinc kamu masih aku perlukan kok 🖤,Netral
"Bagus. memudarkan bekas jerawat meratakan tekstur walau pake 1 pot aja, klo mau hasil lbh bagus pemakaian berikutnya ya. Tpi gk ada efek mencerahkannya di aku. Yg kecil 20 harian aja udh habis.",Netral
"Namanya skincare pai cocok-cocokkan. Btw aku pake serum somethinc utk pertama kalinya. Aku beli di official strorenya secara online jd of course ini ori but it doesn’t work for me. Pertama dia bikin muka aku jerawatan, awalnya aku pikir ini karna jerawat hormon tp jerawat hormonku biasanya nggak sebrutal ini. Aku scoba pakai selama 1 minggu karna aku pikir mungkin ini penyesuaian. Sampai akhirnya aku nyerah dan mungkin ini nggak cocok sama aku. Poduk ini bikin muka aku jerawatan dan kering banget jadinya",Negatif
"skincare itu emang cocok2an. saya pake yg fw low ph nya somethinc, cocok banget, tapi sama serumnya kayaknya agak berat buat saya. bukan krn ga biasa pake niacinamide 10%, karena sebelumnya udah pernah coba merek lain dan ga da masalah. cuma pake serum ini rasanya cekit2 dibagian yg sensitif. dan yg bikin ga nyamannya lagi teksturnya lengket banget. emang ini ada efeknya bikin kulit lebih cerah, tapi klo pas pemakaiannya kurang nyaman, kayaknya bakal balik ke serum niacinamide yg lama",Negatif
gak cocok di aku. sedih banget. padahal aku liat reviewnya bagus2 loh. aku acne prone skin dan oily skin plus sensitif skin. pake produk ini malahan beruntusan serahang sampe pipi banyak bgt kaya kena azab. sedih,Negatif
"membantu, tapi ga sebagus itu buat efek mudarin PIH, tapi untuk melembabkan ini lumayan sih, karena tekstur dia yang kental tapi cepet nyerap, ga ada bau macem macem dan sejauh ini nyaman dan ga bikin BO sih. tapi kalo mau mencerahkan mending beli yang sabi",Netral
"Beli ini di AEON JGC. Awalnya ga tertarik sama brand ini. tp liat dia dipajang deket kasir trus ada tulisan gede PROMO jadi 90 rb an, akhirnya beli 😁. teksturnya sendiri cair banget.. aku pakai ini setelah pakai hydrating toner. sayangnya aku ga cocok pakai produk ini. selalu muncul jerawat di pelipis dan pipi. aku kasih ke temenku dan dia cocok2 aja katanya. yah.. skincare emg harus trial n error kan..",Negatif
Hahah aku kayaknya memang gak cocok sama kandungan niacinamide 🥲 Setiap kali pake inj rutin jadi sering tumbuh jerawat yg mendem lumayan gede dan itu susah bgt ilang 🥺 Tapi kayaknya masih oke kalo aku pake seminggu 1x but kayaknya akan lama bgt untuk efek mencerahkannya 😢 Aku ga akan repurchase tapi ini bagus kalo kalian cocok sama niacinamide hehe,Negatif
"Big no (for me especially). Karena dia adalah sumber dari break out nya muka akuuu!!!😭 muka aku dulu ga ada jerawar sama sekali dan sekali pake dia muka aku jadi muncul jerawat. Awalnya mikir kaya oh purging kali tapi abis itu ku stop beberapa lama dan ku pake lagi dan malah tetep nambahin jerawat!!! Sebel bgt. Padahal kalo produk lain juga kasih kesan awal yang sama tapi setelah ku rehat abis itu mereka bekerja sesuai fungsinya, but this one was a BIG exception. Bener2 bikin trauma sama produk mengandung niacinamide. Selain itu hidung aku tuh kan emang banyak blackheads gt ya dan produk ini juga nambahin blackheads ku :( pokoknya bener2 ancur muka aku pake ini. But again, this is for me, just my experience. Emang kulit ku ga bisa ketemu sama produk ini. Tapi biar ga penasaran kalian coba aja sendiri okkk xixixi",Negatif
Beli ini karna mau coba niacinamide lokal (sblmnya pake niacinamide dr the ordinary) di aku biasa aja (?) kaya dia cukup lembabin tp ga yang sampe keliatan glowing. Tp so far so good ga buat breakout juga. Lebih ke maintain kulit buat keliatan tetap bagus aja sih. Repurchase ? Sad tp no. Prefer TO niacin sih,Netral
"Aku baru pake ini 5 tetes, di muka aku sih fine aja kecuali bagian yang pori-porinya besar, malah bikin agak gede. Tapi aku pernah pake produk the *rdinary bikin cerah bgt kayaknya sih ini juga bakal sama",Netral
"awal pake ini karna wajah kusam dan ternyata bener2 work bgt di muka aku, aku pake niacin yg 10% langsung ya, sekitar 10 hari-2 minggu an uda keliatan lebih cerah dari awal pakai dan berlanjut sampe botol ke 4, tapi menurut aku dia berhenti di tingkat cerah tertentu sesuai wajah masing2 orang deh, bagus untuk mencerahkan tapi tidak mengurangi minyak di wajah ya krn wajah aku bener2 oily banget dan kalo di pake beraktifitas bener bener greasy gaenak banget apalagi kalo keringetan kena panas gt, masih cari2 serum layering buat oily skin yg cocok sm niacin ini💖",Netral
"its really doesn't work on me. aku pakai yg 5% karna masih awal pemakaian jadi kukira 5% masih aman. namun ternyataaaa... aku masih tetap tidak cocok sama kandungan niacinamide nya. bikin wajahku merah merah dan muncul jerawat kecil kecil. padahal review nya bagus banget dan banyak yg cocok, sayang banget sih sebenernya.",Negatif
"kebetulan aku punya concern di darkspot dan brightening dan salah satu ingredients yg bagus untuk skin concern ku adalah niacinamide. setelah melakukan research dengan melihat beberapa review juga tanya ganya beberapa orang i finally decided to purchases this one. cukup berharap sama product ini, texture dari serum ini cukup kental dan sedikit lengket but i thought its fine. hari pertama pake ini biasa aja gaada yg gmn2 tapi di hari ke 2/3 pemakaian ini tbtb beruntus ku nongol beserta 4 jerawat mendem. masih oenasaran dan coba ini lagi on the next week dan malah di tambah komedo🙂👍aku sih no yah untuk repurchased",Negatif
"Sebenernya berharap banyak sama produk ini karena lihat review orang pada cocok, tapi sayang aku ga cocok😭 aku pake ini muka jadi breakout parah muncul bruntusan di tempat yg ga pernah bruntusan terus bruntusannya lama lama jadi jerawat🥺",Negatif
"Menurut aku serum ini bagus buat yang kulitnya ga bermasalah sama jerawat, dia tu bagus banget buat mudarin bekas jerawat. Tapi gatau kenapa di aku malah bikin timbul jerawat padahal sebelumnya kulit aku uda jarang numbuh jerawat.",Negatif
"Menurutku dalam 5 kali pemakaian itu serum ini bagus, bisa menghilangkan redness. Tapi di aku kurang cocok dan menimbulkan breakout. Masih bingung juga karena itu atau karena kondisi kulit yang lagi super duper dry.",Netral
"Tertarik bgt sama produk ini karena claim dan review nya tpi sayang banget di ak malah gak cocok 😭 setelah pake ini muka jadi gatel"" dan perih, ak paksain pake semingguan dan muka ak jadi merah"" + muncul jerawat + bruntusan. Sedih banget gak cocok padahal expect tinggi. 😩 namanya produk skincare emg cocok""an sih.",Negatif
"terima kasih somethinc, ini serum bagus. Aq pakai ini udah habis sebotol dan buat kulitq cerah , lembab dan masalah kerusakan kulitq teratasi, klo kulitq teriritasi pas pakai serum yang lain, serum ini mengobati, tp sayangnya serum ini kayaknya encer banget ya, jadi cepet habis, hehe",Netral
"udh mau abis botol ke 2🥰 serum ini baguss buat yg lagi cari serum niacinamide. di aku ga bikin breakout, ga bikin macem2 lah pokonya. awal pemakaian besok paginya langsung kerasa glowing gt, tapi pas udh besok2nya ngerasa b aja. efek mencerahkannya blm terlalu keliatan, tp dia bisa buat memperbaiki skin barrier. tp aku ngerasanya serum ini kurang nampol, jadi aku masih mau coba2 serum yg lain. buat yg mau coba serum ini, ini cukup recommended buat dicoba🥰",Netral
Karena udh cocok sm produk somethinc yg salmon + bakuchiol akhirnya tergerak buat tambahin serum ini dirangkaian skincare.. karena tau kulitku suuuper sensitif + acne prone jadinya ku cobain bertahap di pagi hari setiap 2x sehari.. seminggu pertama langsung Bruntusaan huhu akhirnya stop dulu.. dua minggu kemudian pas udh sembuh penasaran mau coba lagi.. dannn malah jadi tambah parah sampe jerawat kuning2 gt sedih padahal pgn bgt bisa cocok sama produk ini :(:( btw dia aku pake sama rangkaian skincare lainnya (salmon dna serum + cerave moisturizer + bakuchiol),Netral
"Buat kulit combinasi sensitif aman, ga buat breakout . Tp gada prubahan cerahan gt d muka. Efeknya blm ngerasain banget atau krna ak pakai yg 5% mungkn klau udh abs cobain yg 10% kali yaa. Mungkn lbh kliatan, sukanya ga buat bruntus sih jd aman.",Netral
"bingung kenapa yg nge hype pada ga cocok di aku ya HAHA🙂 aku biasanya pake serum niacinamide dari The Ordinary, niatnya mau cari yg local product aja soalnya TO kadang dapat yg ga ori gt loh🥲 jadi beli lah serum ini, udh terlaluuu expect lebih sm somethinc. ternyata ga cocok di aku gaada perubahan trs makin lama jd breakout, jerawat2 cinta makin menyebar🥲 huhu. skincare emg cocok-cocok an ya, diteman aku yg awalnya bruntusan parah jerawatan parah sembuh kok pake serum ini jd aku tetap recommend deh🤗",Negatif
"nyoba dari kakak dan wow bgt sih sesuai sama klaimnya yang moisture gitu,dia agak lengket kalo di tangan aku,mungkin tangan aku kering bgt karena suka ngelopek gitu.Untuk mencerahkan aku g tau soalnya g pake rutin,dia oil control tapi lembap bgt 😌 mau beli tapi aku lebih milih yg pake sabi white",Netral
"Aku coba Somethinc karena reviewnya bagus2. Awal2nya muncul kayak bruntusan gitu tapi aku tetep pake pagi dan malem, kali aja kulitku lagi adaptasi. Ternyata bener, lama2 bruntusannya hilang dan kulitku jadi lebih halus. Cuman buat manfaat lain aku belum tau selain menghaluskan. Terus sekarang muncul bruntusan lagi (?) Aku mau coba liat ke depannya lagi gimana",Netral
"SEDIH! dikala temen2 cocok pake itu, aku ga cocok. Aku ga paham sih, awal2 kan udh pas bgt makenya. Tp, kesini2nya kok malah berat gitu trus ada aja jerawat nongol. Sedih deh. Tapi, aku cobain pake ke ketek malah putih dan tumit kaki jadi mulusssssssss 💜",Netral
"SO SAD! Aku ga cocok sama produk ini😭 Aku pake produk ini karena hype banget di semua platform sosial media. Yang katanya bagus, mencerahkan, dll juga. Mau beli share in jar pun menurutku kemahalan dan akhirnya beli langsung full size. Ternyata ga cocok dong😭 Muncul bruntusan kecil2 gitu. Awalnya aku coba positive thinking kalo ini penyesuaian atau purging dll gitu, tapi semakin lama tuh semakin timbul bruntusan kecil yang banyak☹️ Ohiya, kulitku juga jadi overhydrate jugaa, ga nyaman banget. Padahal aku udah berharap cocok pake produk ini😭 Btw, serum ini ku kasihin mamiku dan ternyata cocok buat beliau yang kulitnya kering✌🏻",Negatif
"awal2 beli karena pas itu di review nenek suhay udah lama banget deh kayaknya 2019? lupa deh, tapi yang pas ti di aku gak cocok!!! baru pakai muka langsung jerawatan, kayaknya gara gara niacinamide nya sih, habis itu aku gak pakai lagi deh sedih😢",Negatif
"Nyobain karena review orang bagus"" dan klaimnya sesuai dengan permasalahan kulit aku yang kusam, kering, dan belang. Tapi ternyata di kulitku yang kering sensitif ini jadi merah dan tambah kusam. Yang terasa cuma efek melmbabkan aja. Kayaknya kulitku ga cocok sama niacinamide",Negatif
"Texture nya kental, non frgrance, udah beli 2x yang pertamama kemasan aman aman aja. pas yang ke 2, mungkin pipetnya terlalu pendek or something jadi ada sisa (bisa untuk 2× pemakaian) yg gabisa ke reach sama si pipet. kan sayang untuk efeknya dikulitku biasa aja, padahal udah make 2 botol tpi belum mencapai expetation",Netral
"atas rekomendasi teman, akhirnya pakai ini. tapiii ga ngefek sama sekali sth dua/tiga minggu. padahal kulit kami hampir sama: acne prone. tapi saya combi, dia oily sih. selanjutnya saya pakai serum ini buat lotion kaki & tangan. bye!",Negatif
"produk somethinc niacinamide ternyata ga cocok di kulitku yg oily dan acne prone, dulu beli ini saat lgi breakout, ternyata tidak membantu kulitku membaik, malah bikin kulitku tambah parah dan bikin bruntus, bener2 ga membantu menyelamatkan breakout ku dulu sih",Negatif
Serum ini di aku berfungsi untuk ngurangin minyak. Pakai ini minyak diwajah lumayan berkurang dan aku merasa jerawat juga jarang muncul. Efek yang aku rasakan cuman mengurangi minyak sama jerawat aja. selebihnya kayak tekstur atau flek hitam bekas jerawat belum bisa teratasi pakai serum ini. Baunya gaada menurut aku dan teksturnya agak kental tapi enak banget cepet nyerap kalo di aplikasiin ke wajah.,Netral
"abis jerawatan liat2 ada serum yg katanya bagusbuatnngilanginbekasPIH dengan kandungan niacinamide, aku pake yg 10%, pertama kali pake toner wajah makin seger tapi setelah pake serum ini kulitku jadi kusam banget dan ga cepet nyerem gitu, berat banget wajahku jadinya. setelah sampe habis 1 botol juga masih ga mempan sama bekas jerawat, dan malah muncul jerawatgede lagi semenjak pake ini",Negatif
"beli ini karna reviewnya bagus2, tp skincare ya gitu cocok2an. aku pake ini malah bruntus, dah gitu di siang hari kliatan lbh kusem padahal udah apply sunscreen. sayang masih banyak, campur body lotion aja kali ya..",Negatif
"entah kenapa ngga begitu ngerasain perubahan make ini. baru satu botol sih, atau mungkin harus beberapa botol ya? tapi dia bikib lembab waktu diapply, but buat bekas jerawat dan mencerahkan menurutku kurang nampol sihh. mungkin bergantung kulit masing2 jugaa yaa",Netral
"Sayang banget padahal orang2 excited sama hasil dari serum ini. Mencerahkan sih iya, tp malah nambah jerawat kalo dikulit aku yg gampang banget jerawatan ini. kalo ada yg bisa saranin serum bagus, komen yaaa. 😁",Netral
"Keracunan beli ini, gegara waktu itu tekstur wajah lagi parah2nya. Setelah pake ini membantu sih mengecilkan pori-pori. Cuman karena niacinamide membuat skin tone nya juga makin putih. Aku emang ga cocok dgn produk memutihkan, wajahnya bisa putih kaya kurang darah gitu",Netral
Niacinamide pertama yang aku pake itu dari somethinc! Aku sempet ngalamin trial error sih pake ini karena dikulit ini bikin jerawatan yang mendem gitu akhirnya aku pakein ini mulai dari seminggu 3x baru pas kulitku udah beradaptasi aku mulai rajin pake setiap hari. Untuk serum niacin yang ini aku kurang begitu suka sama texturenya masih terlalu thick but so far aku suka somethinc ini very thoughtfull karena mereka selalu keluarin versi yang kecil dan fullsize,Netral
Aku ga cocok padahal kayakny hypes banget :( kulitku jdnya kusem 🥺 pdhl biasamya klo pake niacinamide oke. kayaknya karena ada bbrp ingredients yg trnyata emng g suits sm kulitku (aku sbnrny udh tau dr awal tapi nekat nyoba karena sprtinya hypes) selain kusem jd bruntusan 😭. Learning point; skincare based on ingredients is a must! Bukan skincare based on marketing aja 😭,Negatif
Serum ini rada tricky gaiss! Dimuka aku yg sensitive dan acne prone ini klo dipake kebanyakan dia bakal jadi bruntusan :') i dunno whyy! Tpi kadang klo makenya pas bakl jdi bagus banget dimukaa! Agak perih klo dipake waktu ada jerawat baru yaa wak :'D tpi untuk efeknya nampol dan perlu diacungi jempol😉 good job somethinc! <3,Netral
"udh botol ke 2 skrg pkek ini stelah pertama nya pkek yang 5% , awal pkek muncul bruntusan di pipi bwah , mngkin kulit lg beradaptasi kali ya pkek niacinamide yang agak bnyak konsentrasi nya. di aku untuk efek mencerahkan ga bgtu kerasa sih ya , cuma kulit jadi lebih jarang rewel, lbih kalem aja , mngkin jg krena aku pkek nya mlem aja kali , jadi hasil ny agak lama kliatan",Netral
"Serum ini dipake dimanapun bener-bener gak ngefek di kulitku. Seakan-akan cuman skincare lewat doang, ngilangin jerawat kagak, ngilangin dark spots kagak, whitening juga kagak, jd bingung ni fungsinya apaan. Tp karena masih banyak jadi kucampur aja ke body lotionnya nivea trs dikocok-kocok dah awkwokwowkwo",Negatif
"Waktu itu beli produk ini setelah nyobain niacinamide yg OG. Jujur aku lebih suka tektur yang OG dibanding 10% ini :( teksturnya kental banget jadi too heavy waktu diaplikasiin. Tapi di aku efek cerah lumayan sih, ngebantu bekas jerawat dan kemerahan juga",Netral
"Waktu itu serum ini dikasi temen krn dia tau aku lg ngincar product ini, jujur krn dia booming banget dimana2 aku jadi masang expectation yang tinggi, tapi ternyata ga cocok di aku:( ada muncul jerawat di daerah yang sebelumnya ga pernah kaya dahi dan hidung, terus muncul whitehead banyak banget, tapi waktu itu aku tetep pake dan akhirnya nyerah karena udah yakin banget kalo engga cocok, akhirnya serumnya aku pake barengan sama lotion untuk di badan biar ga kasian",Negatif
"sebenernya paling suka sama tekstur serum yang satu ini, kusamnya juga mendingan, tapi flek bekas jerawat ga kunjung memudar padahal udah habis 2 botol. jadinya aku berhenti pake. mungkin efek kombinasi skincare lain yang kupakai jadinya ga optimal aku juga kurang tau sih:(",Netral
"sebotol habis dan baru bisa review, buat aku yg ga terlalu cocok sama niacin, kadar 5% udh cukup bgt sih buat kulitku. teksturnya enak, tp agak bikin lengket di kulitku yg oily. hasil yg aku rasain muka sedikit lebih cerah tp harus hati2 bgt karna kadang bikin jerawat",Netral
"Oke sih, ga bikin aku breakout, bikin cerah juga, cuma ga se-waaaah hypenya kalo efeknya di aku. Jerawat aku masih bolak balik walaupun ga kayak dulu yg jerawatan banget. Tp balik lagi beda kulit beda reaksi ya. Ga repurchase karena masih nyari yg lebih nampoool hehehe",Netral
lumayan bagus sii. kandungan niacinamide nya juga cukup tinggi 10%. buat nyerahin cukup lama. sekitar satu bulan. buat mgilangin bekas jerawat lebih lama lagi haha. cukup aku rekomendasikan buat nyerahin tapi kalo buat ngilangin bekas jerawat mungkin coba produk lain,Netral
"Awalnya aku beli gara-gara aku suka sama kandungannya. teksturnya pun gak ngeganggu menurutku, pas lah ya. tapi setelah dipakai muncul beruntusan bahkan sampe merah-merah di pipi. akhirnya ya aku ga terusin pake ini",Negatif
"Udah habis 2 botol dan emang semantul itu serum niacin dr somethinc. Teksturnya lumayan kentel dan gaada baunya. Muka lumayan cerahan tapi gak yang langsung gitu, bisa memudarkan bekas jerawat yang merah tapi tidak untuk bekas jerawat yang hitam",Netral
"****** Inii bagus sebenernya gaiss, darkspot perlahan pudar tapi lagi bosen pakenya mau coba yg lainn. Sisa -+60% lagi yaa. Yuk yg mau coba 😍 ig @nuruldelfianaa / wa : 0895621589253 . bisa req by shopee ya. Domisili bekasi timur🌻 SOLD",Netral
"Jelek bgt di aku nih produk.. ga bantu sembuhin jerawat, bkin calming atau pun bnerin skin barrier. Apalagi cerahin, ga sama sekali.. bkin lemban juga engga, semua engga.. ga bakal pernh repurchase ini, tapi gimana pun ini semua kan cocok2an.. di aku ga ngefek blom tentu di kulit yg lain.",Negatif
Pertama kali coba purchase somethinc krn banyak di review beuty vlogger. Excited buat cobain but ga cocok sama muka aku. Hari pertama coba besoknya lgsg jerawatan. Hari berikutnya coba lagi yg ada jerawat malah nambah. Idk why entah ingredients nya yg ga cocok di muka aku atau muka aku yg emang menolak,Negatif
menurutku produk somethinc bagus2 dan banyak review klo banyak yg cocok karna dari bahan2 yg gentle. tp gatau knapa di aku bikin bruntusan dan ga cocok aja. makin dipake semakin nggk cocok. PL 085707363770. masih banyak sih soalnya takut klo dipake terus.,Negatif
ini serum niacinamide yg pertama kali dicoba. karena waktu itu lumayan hype banget dibahas. teksturnya lumayan cair dan berwarna bening. lumayan ada baunya sedikit sih. untuk hasilnya selama pemakaian habis sebotol biasa aja. gak bikin breakout,Netral
"Ak rasa produk somethinc bagus2 semua deh. Cm aja di ak ada bbrp yg biasa aja. mgk ada perubahannya tp lama dan ga terlalu terlihat.wkt itu lsg beli botol yg gede. abis sih ga berasa tp wajah ak ga ada perubahan signifikan selain lembab, kenyal2 🤭🤭. Mgk nanti2 ak mau coba yg 10% kali aja works di wajah ak 😍",Netral
Serum kedua dari somethinc yg aku coba. nyoba niacin nya somthinc krn dia gampang didapetnya tapi ternyata hasilnya ga seoke niacinnya manyo dan TO. padahal udh hbs 2 botol. ngerasanya cuma bikin lembab aja. skrg lg nyoba yg barrier serum dan tertarik juga buat nyoba yg sabi beet.,Netral
"produk niacinamide pertama yg aku coba, sblmnya mikir2 mau beli yg produk luar yg mirip2, tp katanya banyak yg ga cocok karena terlalu keras atau gimana jd kalau untuk pemula kurang di rekomendasikan, jd lah coba produk ini,.. teksturnya lengket tp setelah menyerap kulit jd kenyal untuk brightening harus pakai rutin",Netral
"Aku rutin pakai pagi dan malam, dia buat wajah plum dan glowing, kusam nya ilang, bekas jerawat memudar. Tapi malah timbul jerawat baru dibagian wajahku yang jarang jerawatan. Akhirnya aku stop pemakaian dan kembali ke basic skincare ku :)",Netral
"Aku br pake 3 hr, awalny tiny bumps krain purging, taunya di hari ke 4 pagi bgun tdur keluar jerawat mendem di dagu 😢 berharap banyak tp ga ccok so sad 😅 aku cobain yg 5% aja kirain buat pemula aja pdahal ingridientsnya aman semua sedihhh bgt ga cocok",Negatif
"Sebenernya love-hate relationship sama produk ini. Pertama pake agak cekit-cekit ofc aku tau karena dia niacinamide pasti agak cekit-cekit. Setelah beberapa lama keluar jerawat gede-gede tapi beberapa biji doang abis itu ilang dan ga pernah tumbuh lagi di tempat yang sama. Aku gatau itu purging apa gimana karena setauku niacinamide itu ga bikin purging :( , tapi abis itu emang mukaku jadi cerah dan bekas jerawat yang merah-merah banyak yang memudar. Terlepas dari banyaknya buzzer di tiap review-an produk ini, menurutku produknya worth it buat dicoba.",Netral
"maafkan aku somethinc yg satu ini kita belum jodoh, tapi aku tetep recommend produk ini karena mamaku cocok tp sorry di aku gak cocok dan kemungkinan gak cocoknya karena niacinamide nya terlalu tinggi untuk aku waktu itu, nyoba di tahun 2020. pake satu kali pas malem trus siangnya bruntusan satu blok di jidat jd aku lgsng stop. teksturnya emg lebih thick dibanding produk somethinc lainnya. sampe skrg aku blm berani coba niacinamide manapun, padahal penasaran, mungkin akan coba yg 5% nya kalau udh yakin.",Negatif
